professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
W  Hagewood,Volunteer State Community College,Mathematics department, TN,4.6,1.4,0,09/02/2005,5.0,1.0,WD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I HATE MATH. This Gentleman taught his class in such a way not only did I understand it, I enjoyed it.",positive,Mathematics,21,3.7,i hate math this gentleman taught his class in such a way not only did i understand it i enjoyed it,"[('Gentleman', 'ORG')]",[],0,['lectures'],[],lectures,1,21,3.761904761904762,0,0,0.12745098039215685,0,0,0.0,3,0,0,Math & STEM Courses
Monica  Rodriguez,University at Albany (SUNY Albany),Psychology department, NY,2.9,2.4,0,10/21/2004,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cares so much about her students. Unlike many profs she wants students to do well. material is interesting& She covers material very well her notes are very clear she also posts her notes online which is helpful. Shes always willing to help a student as long as they ask. 1 of the best prof. I\'ve had,positive,Psychology,56,3.7,cares so much about her students unlike many profs she wants students to do well material is interesting she covers material very well her notes are very clear she also posts her notes online which is helpful shes always willing to help a student as long as they ask of the best prof i ve had,"[('1', 'CARDINAL')]",[],0,"['professor', 'lectures']","[('professor', 'many'), ('professor', 'best')]",professor,2,56,4.232142857142857,0,0,0.013289036544850499,3,0,0.05263157894736842,1,0,1,General Professor Praise
Greta  Vollmer,Sonoma State University,English department, CA,3.2,3.1,0,11/16/2006,2.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Horrible. English is my favorite subject, and I hated this class with a passion. She will tell you not to do something in your paper, then take points off becuase of it. A lot of the class failed. Try not to take her if you can help it",negative,English,48,3.7,horrible english is my favorite subject and i hated this class with a passion she will tell you not to do something in your paper then take points off becuase of it a lot of the class failed try not to take her if you can help it,"[('English', 'LANGUAGE')]",[],0,"['professor', 'workload', 'lectures']",[],professor,3,48,3.7916666666666665,0,0,0.02553191489361702,0,1,-0.02040816326530612,3,0,1,Math & STEM Courses
Colleen  Whitley,Brigham Young University,English department, UT,3.9,2.7,0,11/04/2003,4.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,she is incredibley helpful and does not give busy work. She works around the students srengths and helps out with the weeknesses. Shes been one of my favorites.,positive,English,28,3.7,she is incredibley helpful and does not give busy work she works around the students srengths and helps out with the weeknesses shes been one of my favorites,[],[],0,"['professor', 'workload']","[('workload', 'busy')]",professor,2,28,4.642857142857143,0,0,0.0125,1,0,0.034482758620689655,3,0,1,Math & STEM Courses
Steven  Schneider,University of Texas Rio Grande Valley (all campuses),English department, TX,3.5,2.5,0,08/18/2013,2.0,4.0,,Respected (1)  Participation matters (1)  Clear grading criteria (1),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"I took online, pretty difficult. A lot of discussions and reading and writing. Barely passed.",negative,English,15,3.7,i took online pretty difficult a lot of discussions and reading and writing barely passed,[],[],0,['workload'],[],workload,1,15,5.0,0,0,0.03225806451612903,0,1,-0.0625,3,0,1,Math & STEM Courses
Steven  Schneider,University of Texas Rio Grande Valley (all campuses),English department, TX,3.5,2.5,0,12/05/2008,4.0,3.0,,Respected (1)  Participation matters (1)  Clear grading criteria (1),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Don\'t miss his quiz\'s, but do not worry he warns you in advance. We had to buy 5 different novels, i suggest getting them early because many student had a hard time finding them...toward the end of the session. I got a B... his quiz\'s are easy... just read the books, his mid term and final consist of an essay and 5 questions.",positive,English,63,3.7,don t miss his quiz s but do not worry he warns you in advance we had to buy different novels i suggest getting them early because many student had a hard time finding them toward the end of the session i got a b his quiz s are easy just read the books his mid term and final consist of an essay and questions,"[('quiz\\', 'DATE'), ('5', 'CARDINAL'), ('quiz\\', 'DATE'), ('5', 'CARDINAL')]",[],0,"['professor', 'exams']",[],professor,2,65,3.769230769230769,0,0,0.012121212121212121,0,1,-0.015151515151515152,0,0,1,Exam & Test Difficulty
Charlie  Sweet,Eastern Kentucky University,English department, KY,3.8,2.9,0,07/04/2005,5.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I really enjoyed Dr. Sweet\'s class. He made the material interesting and fun! I learned a lot and would definitely take another class from him.,positive,English,25,3.7,i really enjoyed dr sweet s class he made the material interesting and fun i learned a lot and would definitely take another class from him,"[('Sweet\\', 'PERSON')]",['Sweet\\'],1,"['professor', 'lectures']","[('lectures', 'interesting')]",professor,2,26,4.384615384615385,1,0,0.034722222222222224,0,0,0.0,1,0,1,General Professor Praise
Daniel  Kern,University of Nevada Las Vegas,Mathematics department, NV,4.1,3.2,0,04/16/2005,4.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Always well prepared for classes, course material was easy. Nothing but matrices and everything you do with them amounts to arithmetic and high school algebra. Pretty good teacher, if you listen and take notes there\'s little need for extraneous studying. Tests/quizzes are easy, mostly computational.",positive,Mathematics,45,3.7,always well prepared for classes course material was easy nothing but matrices and everything you do with them amounts to arithmetic and high school algebra pretty good teacher if you listen and take notes there s little need for extraneous studying tests quizzes are easy mostly computational,[],[],0,"['professor', 'exams', 'lectures']","[('professor', 'good'), ('exams', 'extraneous')]",professor,3,47,5.25531914893617,0,0,0.013289036544850499,1,0,0.020833333333333332,0,0,1,Exam & Test Difficulty
Brad  Hann,Cambrian College,Biology department, ON,4.3,3.2,0,12/24/2015,1.0,5.0,,Tough Grader (3)  Gives good feedback (2)  Skip class? You won\'t pass. (2)  Inspirational (1)  Amazing lectures (1)  Caring (1),1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"does not tell you but takes marks off for wrong answers. Better to not answer than attempt. Going in for extra help will not help you, sucking up and whining will.",negative,Biology,31,3.7,does not tell you but takes marks off for wrong answers better to not answer than attempt going in for extra help will not help you sucking up and whining will,[],[],0,['grading'],[],grading,1,31,4.161290322580645,0,0,0.012269938650306749,0,0,0.0,2,0,1,Teaching Style & Clarity
Andrea  O\'Bryan,Eastern Kentucky University,Mathematics department, KY,3.0,3.3,0,01/11/2005,3.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I failed MAT 095 the first time I took it with Blythe. The second time I had prof. O\'Brien, and I made it out ok. She\'s a really nice lady, and helped me out a whole lot even though I\'m HORRIBLE at math.",neutral,Mathematics,43,3.7,i failed mat the first time i took it with blythe the second time i had prof o brien and i made it out ok she s a really nice lady and helped me out a whole lot even though i m horrible at math,"[('first', 'ORDINAL'), ('second', 'ORDINAL')]",[],0,['professor'],[],professor,1,45,3.311111111111111,0,0,0.10194174757281553,0,1,-0.021739130434782608,2,0,1,Teaching Style & Clarity
B  Bratcher,Volunteer State Community College,English department, TN,3.4,1.4,0,12/08/2009,3.5,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I had no clue who this man was, but he turned out a really good teacher. Most of the kids in the class got A\'s and there is not alot of homework!!!",neutral,English,32,3.7,i had no clue who this man was but he turned out a really good teacher most of the kids in the class got a s and there is not alot of homework,[],[],0,"['professor', 'workload', 'lectures']","[('professor', 'good')]",professor,3,33,3.3333333333333335,3,0,0.02027027027027027,1,0,0.029411764705882353,4,0,1,Workload & Assignments
Vladimir  Tulovsky,St. John\'s University - Staten Island,Mathematics department, NY,3.4,2.3,0,05/03/2011,3.5,1.0,,Tough Grader (2)  LECTURE HEAVY (1)  LOTS OF HOMEWORK (1),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Very thick Russian accent, sometimes hard to understand. Overall a great professor. Explains in detail and will gladly re-explain anything you\'re not sure on. Attendance is not mandatory, nor is doing homework. 3 tests make up your grade and they are all open book, open notes plus he usually gives a take-home test after to help boost your grade.",neutral,Mathematics,59,3.7,very thick russian accent sometimes hard to understand overall a great professor explains in detail and will gladly re explain anything you re not sure on attendance is not mandatory nor is doing homework tests make up your grade and they are all open book open notes plus he usually gives a take home test after to help boost your grade,"[('Russian', 'NORP'), ('Attendance', 'PERSON'), ('3', 'CARDINAL')]",['Attendance'],1,"['attendance', 'lectures', 'grading', 'workload', 'exams', 'professor']","[('professor', 'great'), ('lectures', 'hard')]",attendance,6,61,4.540983606557377,0,0,0.014367816091954023,1,1,0.0,0,0,4,Exam & Test Difficulty
Carl  Pratt,Immaculata University,Biology department, PA,4.3,2.7,0,08/15/2012,5.0,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Timely on grading. He made the subject interesting and used thought provoking questions and great examples. I would look for this teacher for future classes.,positive,Biology,25,3.7,timely on grading he made the subject interesting and used thought provoking questions and great examples i would look for this teacher for future classes,[],[],0,"['grading', 'professor', 'lectures']","[('lectures', 'future')]",grading,3,25,5.2,0,0,0.01910828025477707,1,0,0.038461538461538464,4,0,0,Workload & Assignments
David  Huddle,University of Vermont,English department, VT,4.3,3.1,0,05/16/2006,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"good-natured and fun, one of my favorite classes. the readings were enjoyable, too.",positive,English,13,3.7,good natured and fun one of my favorite classes the readings were enjoyable too,[],[],0,"['workload', 'lectures']","[('lectures', 'favorite')]",workload,2,14,4.714285714285714,0,0,0.0,1,0,0.06666666666666667,1,0,1,General Professor Praise
Michelle  Townsel,Miami Dade College (all),Mathematics department, FL,4.6,1.7,0,12/19/2009,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This is the best math teacher ever.If you want to pass take her.The class is extremely easy and she is a cool teacher,positive,Mathematics,23,3.7,this is the best math teacher ever if you want to pass take her the class is extremely easy and she is a cool teacher,[],[],0,"['professor', 'lectures']","[('professor', 'best'), ('professor', 'cool')]",professor,2,25,3.72,0,0,0.02564102564102564,1,0,0.038461538461538464,4,0,1,Workload & Assignments
Tanya  Usyk,Cumberland County College,Mathematics department, NJ,2.9,4.1,0,01/26/2010,4.0,5.0,,Skip class? You won\'t pass. (2)  Clear grading criteria (1)  Tough Grader (1)  Gives good feedback (1),1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Today was my first day with this teacher and I can already tell this course is going to be a tough one. She seems like a very nice lady but she expects a lot from her students. She doesn\'t have very good hand writing and she talks rather fast. All in all, I\'m a little nervous as to how well I\'m going to do!",positive,Mathematics,64,3.7,today was my first day with this teacher and i can already tell this course is going to be a tough one she seems like a very nice lady but she expects a lot from her students she doesn t have very good hand writing and she talks rather fast all in all i m a little nervous as to how well i m going to do,"[('Today', 'DATE'), ('first', 'ORDINAL')]",[],0,['professor'],[],professor,1,67,3.537313432835821,1,0,0.022508038585209004,1,0,0.014705882352941176,3,0,1,Math & STEM Courses
Wayne  Hawthorn,University of Waterloo,Biology department, ON,4.5,2.1,0,06/24/2004,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great professor. Good guy. Biology 112 was very easy and he made it very entertaining i never missed a lecture.,positive,Biology,20,3.7,great professor good guy biology was very easy and he made it very entertaining i never missed a lecture,[],[],0,"['professor', 'lectures']",[],professor,2,19,4.526315789473684,0,0,0.02702702702702703,2,0,0.1,1,0,1,General Professor Praise
Tersh  Palmer,Castleton University,English department, VT,2.1,3.2,0,12/10/2010,3.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tersh is very smart, very well-read, and very enthusiastic about his subjects. He just has trouble getting his thoughts out. Most of his classes are lectured with him pacing, head down, with his hands clasped. He\'s funny and sweet, but he can be difficult to figure out.",neutral,English,47,3.7,tersh is very smart very well read and very enthusiastic about his subjects he just has trouble getting his thoughts out most of his classes are lectured with him pacing head down with his hands clasped he s funny and sweet but he can be difficult to figure out,[],[],0,"['professor', 'lectures']",[],professor,2,49,4.346938775510204,0,0,0.014760147601476014,0,1,-0.02,3,0,1,Math & STEM Courses
Wayne  Hawthorn,University of Waterloo,Biology department, ON,4.5,2.1,0,04/25/2004,4.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Really, really, really cares about his students. Always available for help. Learns student names and can actually remember how you did on tests and assignments. One of the best!",positive,Biology,29,3.7,really really really cares about his students always available for help learns student names and can actually remember how you did on tests and assignments one of the best,"[('One', 'CARDINAL')]",[],0,"['workload', 'exams']",[],workload,2,29,4.931034482758621,1,0,0.022598870056497175,1,0,0.03333333333333333,1,0,1,General Professor Praise
Everett  Fox,Clark University,History department, MA,4.2,1.9,0,10/26/2006,5.0,1.0,,Caring (3)  Respected (3)  ACCESSIBLE OUTSIDE CLASS (2)  LECTURE HEAVY (1),0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"i took 2 courses with fox this semester and i love both of them. i learn a lot in his classes and he makes even the driest stuff interesting. i definitely think anyone interested in history, jewish studies, or HGS should take at least once course with him.",positive,History,48,3.7,i took courses with fox this semester and i love both of them i learn a lot in his classes and he makes even the driest stuff interesting i definitely think anyone interested in history jewish studies or hgs should take at least once course with him,"[('2', 'CARDINAL'), ('jewish', 'NORP'), ('HGS', 'ORG')]",[],0,"['professor', 'lectures']",[],professor,2,47,4.319148936170213,0,0,0.01171875,1,0,0.020833333333333332,1,0,1,General Professor Praise
Paul  Grobstein,Bryn Mawr College,Biology department, PA,3.5,1.9,0,01/03/2011,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paul is an amazing professor. He was able to take very complex principles and fully explain them to the class. I left the class with more than I would have every hoped for. He teaches science with a philosophy twist, and although I started the class completely perplexed by the natural sciences, I now feel passion for them. Great experience!",positive,Biology,60,3.7,paul is an amazing professor he was able to take very complex principles and fully explain them to the class i left the class with more than i would have every hoped for he teaches science with a philosophy twist and although i started the class completely perplexed by the natural sciences i now feel passion for them great experience,"[('Paul', 'PERSON')]",['Paul'],1,"['professor', 'lectures']","[('professor', 'amazing')]",professor,2,60,4.6,1,0,0.023391812865497075,2,0,0.03278688524590164,1,0,1,General Professor Praise
Richard  Burns,Springfield Technical Community College,Mathematics department, MA,5.0,1.7,0,03/05/2014,5.0,1.0,A+,Inspirational (5)  Caring (5)  Gives good feedback (4)  Respected (3)  Clear grading criteria (2)  Tough Grader (2)  Amazing lectures (2)  ACCESSIBLE OUTSIDE CLASS (1),1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"This professor is the best I have seen yet. He cares so much about you passing the class, that he will stop teaching just to make sure you get the problem correct. He makes mathematics simple and fun. There is no way you can leave this class confused or angry. He ALWAYS puts a smile on your face. Professors should learn his style of teaching.",positive,Mathematics,65,4.3,this professor is the best i have seen yet he cares so much about you passing the class that he will stop teaching just to make sure you get the problem correct he makes mathematics simple and fun there is no way you can leave this class confused or angry he always puts a smile on your face professors should learn his style of teaching,[],[],0,"['professor', 'lectures']",[],professor,2,65,4.2,0,0,0.0377906976744186,1,0,0.015151515151515152,1,0,1,General Professor Praise
Pamela  Cumpton,Illinois Institute of Art - Schaumburg,English department, IL,4.8,2.0,0,02/01/2006,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mrs. Cumpton is the best! She\'s elegant & classy, extremely competent, & has the sweetest disposition. She\'s so open to questions & help. I love English, so I loved the class and found it easy, but she challenges you for better writing; brings out your best, & keeps things interesting. She\'s the reason I love F.Scott Fitzgerald. You\'ll love her!",positive,English,60,3.7,mrs cumpton is the best she s elegant classy extremely competent has the sweetest disposition she s so open to questions help i love english so i loved the class and found it easy but she challenges you for better writing brings out your best keeps things interesting she s the reason i love f scott fitzgerald you ll love her,"[('Cumpton', 'PERSON'), ('English', 'LANGUAGE'), ('F.Scott Fitzgerald', 'PERSON'), (""You\\'ll"", 'PERSON')]","['Cumpton', 'F.Scott Fitzgerald', ""You\\'ll""]",1,"['professor', 'lectures']",[],professor,2,61,4.360655737704918,2,0,0.037037037037037035,2,0,0.03225806451612903,1,0,1,General Professor Praise
Andrea  O\'Bryan,Eastern Kentucky University,Mathematics department, KY,3.0,3.3,0,03/17/2005,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WONDERFUL TEACHER. SHE WAS VERY HELPFUL IN EVERYWAY SHE COULD BE. TAKE HER FOR THIS CLASS. BY THE WAY, SHE DOES HAVE A PET PEEVE, DO NOT SPELL HER NAME WRONG!!! OR LET CELL PHONES RING IN CLASS!!",positive,Mathematics,38,3.7,wonderful teacher she was very helpful in everyway she could be take her for this class by the way she does have a pet peeve do not spell her name wrong or let cell phones ring in class,"[('WONDERFUL', 'ORG'), ('WAY', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'wonderful')]",professor,2,38,3.8947368421052633,5,0,0.7589743589743589,2,0,0.05128205128205128,4,0,1,Workload & Assignments
Anabelle  Cohen,College of Staten Island (CUNY - Staten Island),Biology department, NY,1.4,4.6,0,08/13/2004,1.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doesnt know how to communicate to her students. Degrades her students by telling them they\'ll never make it in the health profession. Has no professor student interaction at all and refers to the book when questions are ask. Teaches to 1 sec of class.,negative,Biology,44,3.7,doesnt know how to communicate to her students degrades her students by telling them they ll never make it in the health profession has no professor student interaction at all and refers to the book when questions are ask teaches to sec of class,"[('1 sec', 'CARDINAL')]",[],0,"['professor', 'lectures']",[],professor,2,44,4.590909090909091,0,0,0.015873015873015872,0,0,0.0,1,0,1,General Professor Praise
Mary Ann  Nichols,Pasadena City College,English department, CA,3.5,3.5,0,06/20/2009,2.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She doesnt care about situations, and you will think shes a cool teacher but shes not. Her grading was crazy, i had all A\'s and B\'s in english in high school and she would give me D\'s ad C\'s on my essays. DONT TAKE HER!",negative,English,45,3.7,she doesnt care about situations and you will think shes a cool teacher but shes not her grading was crazy i had all a s and b s in english in high school and she would give me d s ad c s on my essays dont take her,"[('B\\', 'WORK_OF_ART'), ('english', 'LANGUAGE'), ('D\\', 'PERSON')]",['D\\'],1,"['grading', 'professor']","[('professor', 'cool')]",grading,2,49,3.3877551020408165,1,0,0.07623318385650224,0,0,0.0,3,0,1,Math & STEM Courses
Desmond  Hamlet,Denison University,English department, OH,2.7,3.7,0,04/08/2005,4.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hilarious; makes himself laugh all the time. Funny anecdotes. Gives plenty of time to read material. Likes to hear himself talk; it\'s a lecture class, except on ""discussion days."" Rewards you for saying what he wants to hear. Is occasionally impressed by original thinking (only if it\'s brilliant).",positive,English,48,3.7,hilarious makes himself laugh all the time funny anecdotes gives plenty of time to read material likes to hear himself talk it s a lecture class except on discussion days rewards you for saying what he wants to hear is occasionally impressed by original thinking only if it s brilliant,"[('it\\', 'ORG'), ('it\\', 'ORG')]",[],0,"['professor', 'lectures']",[],professor,2,50,4.72,0,0,0.02,1,0,0.0196078431372549,3,0,1,Math & STEM Courses
Hal  Blythe,Eastern Kentucky University,English department, KY,4.9,2.7,0,11/03/2004,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Take This Teacher if you can!!! He is awesome awesome awesome!!! I still email him sometimes even though I\'ve been out of his class for a long time. He\'s a great teacher and a great person.,positive,English,36,3.7,take this teacher if you can he is awesome awesome awesome i still email him sometimes even though i ve been out of his class for a long time he s a great teacher and a great person,"[('He\\', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'great')]",professor,2,38,3.789473684210526,6,0,0.03664921465968586,2,0,0.05128205128205128,4,0,1,Workload & Assignments
Ching-Tsuan  Pan,Northern Illinois University,Mathematics department, IL,1.8,4.0,0,10/01/2003,1.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Does not teach very well, and hard to understand at times.",negative,Mathematics,11,3.7,does not teach very well and hard to understand at times,[],[],0,['general'],[],general,1,11,4.181818181818182,0,0,0.017241379310344827,0,1,-0.08333333333333333,3,0,1,Math & STEM Courses
Thomas  Boyle,Brooklyn College,English department, NY,2.9,3.2,0,01/26/2011,3.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The easiest guy you could have found in the whole Brooklyn College English department for this course. I was lucky to have found him, we read couple of stories wrote two papers and one final paper for the semester, and the entire class got an A. Thats Amazing and Kool. He is not teaching any more, but we need Professors like him.",neutral,English,62,3.7,the easiest guy you could have found in the whole brooklyn college english department for this course i was lucky to have found him we read couple of stories wrote two papers and one final paper for the semester and the entire class got an a thats amazing and kool he is not teaching any more but we need professors like him,"[('Brooklyn College', 'ORG'), ('English', 'NORP'), ('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Kool', 'PERSON'), ('Professors', 'PERSON')]","['Kool', 'Professors']",1,"['lectures', 'professor', 'workload', 'exams']","[('workload', 'final'), ('lectures', 'entire')]",lectures,4,62,4.241935483870968,0,0,0.03323262839879154,1,0,0.015873015873015872,3,0,4,Math & STEM Courses
Chris  Husbands,El Centro College,Biology department, TX,4.2,4.2,0,07/25/2014,4.5,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The lab is setup by El Centro and he has no control over the tests (which were difficult). His lecture tests were straight from the powerpoint. He didnt test on anything that he didnt cover. He is very nice and wants you to make a good grade. I wish he was teaching SCIT 1408 in the fall. I would love to take another one of his classes.,positive,Biology,67,3.7,the lab is setup by el centro and he has no control over the tests which were difficult his lecture tests were straight from the powerpoint he didnt test on anything that he didnt cover he is very nice and wants you to make a good grade i wish he was teaching scit in the fall i would love to take another one of his classes,"[('El Centro', 'ORG'), ('1408', 'CARDINAL')]",[],0,"['lectures', 'grading', 'professor', 'exams']","[('grading', 'good')]",lectures,4,66,3.9242424242424243,0,0,0.03560830860534125,2,1,0.014925373134328358,0,0,4,Exam & Test Difficulty
J  Jenkins,Volunteer State Community College,English department, TN,1.4,4.5,0,12/20/2009,1.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,She is horrible!! Please do NOT take her!!! She makes you take tests over 6 chapters and you have to have a passport which is money down the drain!!! So many people dropped the class and failed!!!!!,negative,English,37,3.7,she is horrible please do not take her she makes you take tests over chapters and you have to have a passport which is money down the drain so many people dropped the class and failed,"[('6', 'CARDINAL')]",[],0,"['lectures', 'professor', 'exams']",[],lectures,3,36,4.111111111111111,13,0,0.03535353535353535,0,1,-0.02702702702702703,3,0,1,Math & STEM Courses
Murphy,Long Beach City College,Biology department, CA,2.4,3.6,0,04/17/2004,1.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I\'ve never had a teacher pass out so many papers. This is strange for a environmental guy. In average lecture, approximately 25% of what is said is repeated stories/ insights that you hear everyday,rest is confusing assignments. Not nice at all.",negative,Biology,41,3.7,i ve never had a teacher pass out so many papers this is strange for a environmental guy in average lecture approximately of what is said is repeated stories insights that you hear everyday rest is confusing assignments not nice at all,"[('approximately 25%', 'PERCENT')]",[],0,"['professor', 'workload', 'lectures']","[('workload', 'many'), ('lectures', 'average'), ('workload', 'nice')]",professor,3,42,4.619047619047619,0,0,0.016260162601626018,0,1,-0.023255813953488372,2,0,1,Teaching Style & Clarity
Lauren  Kingsley,University of Michigan,English department, MI,3.4,3.8,0,11/05/2003,2.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She is a hard grader, but you\'ll learn a lot about writing in this class. There is a lot of discussion in class and there are frequently group critiques of papers.",negative,English,31,3.7,she is a hard grader but you ll learn a lot about writing in this class there is a lot of discussion in class and there are frequently group critiques of papers,"[(""you\\'ll"", 'PERSON')]","[""you\\'ll""]",1,"['professor', 'workload', 'lectures']",[],professor,3,32,4.03125,0,0,0.012195121951219513,0,1,-0.030303030303030304,3,0,4,Math & STEM Courses
Effie  Cochran,John Jay College of Criminal Justice,English department, NY,3.7,3.3,0,03/24/2013,4.0,5.0,,Gives good feedback (3)  Participation matters (2)  Tough Grader (2)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Get ready to read (2)  BEWARE OF POP QUIZZES (1),1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,You have to study hard in order to pass her class. Attendance and class participation are mandatory. Homeworks every day.,positive,English,20,3.7,you have to study hard in order to pass her class attendance and class participation are mandatory homeworks every day,"[('every day', 'DATE')]",[],0,"['attendance', 'workload', 'lectures']","[('workload', 'mandatory')]",attendance,3,20,4.95,0,0,0.024793388429752067,0,1,-0.047619047619047616,0,0,1,Exam & Test Difficulty
Angela  Mills,Brock University,English department, ON,4.8,2.5,0,07/18/2005,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dr. Mills is an amazing professor. She is very approachable and is willing to help any student who approaches her whether they have a question about an assignment or a personal problem,positive,English,32,3.7,dr mills is an amazing professor she is very approachable and is willing to help any student who approaches her whether they have a question about an assignment or a personal problem,"[('Mills', 'PERSON')]",['Mills'],1,"['professor', 'workload']","[('professor', 'amazing')]",professor,2,32,4.71875,0,0,0.016304347826086956,1,0,0.030303030303030304,2,0,0,Teaching Style & Clarity
Weinberger,Brooklyn College,Psychology department, NY,3.8,3.0,0,06/05/2007,3.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She is the cutest, funniest, most dramatic professor ever. The information she presents is organized and she always allows for some extra credit.",neutral,Psychology,23,3.7,she is the cutest funniest most dramatic professor ever the information she presents is organized and she always allows for some extra credit,[],[],0,"['grading', 'professor']","[('professor', 'dramatic'), ('grading', 'extra')]",grading,2,23,5.173913043478261,0,0,0.013793103448275862,0,0,0.0,0,0,3,Exam & Test Difficulty
Paul  Bender,Ohio Northern University,English department, OH,3.1,3.8,0,01/19/2005,4.0,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dr. Bender is extremely hard! But the things you learn from his class are incredibly valuable.,positive,English,16,3.7,dr bender is extremely hard but the things you learn from his class are incredibly valuable,"[('Bender', 'PERSON')]",['Bender'],1,"['professor', 'lectures']",[],professor,2,16,4.75,1,0,0.031914893617021274,0,1,-0.058823529411764705,3,0,1,Math & STEM Courses
